List,Story,TrialType,AudioLink,ProbeNumber,SectionNumber,LastLine,LineLength,AudioLength,LangContext,SwitchType,FillerCS,QuestionNumber,QuestionStimuli,Answer1,Answer2,Answer3,Answer4,Answer5,CorrectResponse,ICE,RelevantSentence1,RelevantSentence2,RelevantSentence3,InfoDistanceFromProbe,RelevantSection,RelSecLangContext,InfoContext,InfoLanguage
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,13,Why wouldnâ€™t the culprit have been able to see Mr. Payton coming back across the courtyard?,Because he came back through the side door,Because he came back down the stone staircase,Because he came back when it was dark outside,There was no courtyard,I have no idea,A,0,126,NA,NA,12,8,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,14,How many of the three papers did the culprit manage to copy before escaping? ,They didnâ€™t copy any of the pages,They copied the first page and part of the second page,They copied and first and second pages,They copied all three pages,I have no idea,B,0,135,NA,NA,3,8,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,15,"What does Holmes ask Mr. Payton if he heard, when he first got back to his room after tea?",The sound of the doorbell,The sound of someone climbing out the window,The sound of footsteps running up the stone staircase,The sound of the exam being copied down quickly,I have no idea,C,0,137,NA,NA,1,8,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,16,Where was the person who was copying the papers when Mr. Payton and Bannister discovered that someone had been copying them?,In the library,Safely back at home,Still there in the teacher's rooms,Still there in the dining hall,I have no idea,C,0,188,NA,NA,1,10,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,17,What is the exchange studentâ€™s weakest subject?,Greek,French,Geometry,History,I have no idea,A,0,216,NA,NA,9,11,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,18,Why was one of the students almost expelled in his first year?,Because of an embezzlement scandal,Because of a gambling scandal,Because of a vandalism scandal,Because of a robbery scandal,I have no idea,B,0,221,NA,NA,4,11,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,19,Which student does Mr. Payton tell Holmes he suspects?,Wilson,Rudra Ras,Miles McLaren,Bannister,I have no idea,C,0,225,223,NA,0,11,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,20,How old is Bannister?,20,30,40,50,I have no idea,D,0,228,NA,NA,20,12,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,21,Why does Bannister say that he left the key in the door?,He always leaves the key in the door,He was startled by a loud noise and went to investigate,His hands were full because he was delivering the papers,His hands were full because he was holding the tea tray,I have no idea,D,0,246,NA,NA,2,12,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,22,Which chair did Bannister sit in when he was about to faint?,The rocking chair in the bedroom,The sofa in the bedroom,The chair by the window,The chair at the writing table,I have no idea,C,0,264,NA,NA,3,13,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,23,Which student does Bannister tell Holmes he suspects?,Wilson,Rudra Ras,Miles McLaren,He doesn't think anyone in the university would have done it,I have no idea,D,0,275,NA,NA,16,14,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,24,Which student was pacing back and forth in his room?,Wilson,Rudra Ras,Miles McLaren,Bannister,I have no idea,B,0,291,290,NA,0,14,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,25,Why wasnâ€™t it strange that Holmes went to have a look at the studentsâ€™ rooms?,"They were the oldest rooms in the college, and tourists often visited them","They were often inspected, and Holmes could pretend to be the inspector",They were part of an open hall that was easy to walk through,It actually was not possible for Holmes to have a look at the rooms,I have no idea,A,0,295,NA,NA,12,15,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,26,What did Holmes do when he visited the first two students?,"He started writing, ran out of ink, and asked to borrow some","He started sketching, broke his pencil, and asked to borrow one","He started talking, bumped into a sculpture, and checked behind it","He started talking, bumped into a lamp, and checked behind it",I have no idea,B,0,301,NA,NA,6,15,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,27,Which student wouldnâ€™t let Sherlock Holmes and Watson into his room?,Wilson,Rudra Ras,Miles McLaren,Bannister,I have no idea,C,0,306,304,NA,1,15,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,28,Who is the tallest of the three students?,Wilson,Rudra Ras,Miles McLaren,Bannister,I have no idea,A,1,312,NA,NA,16,16,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,29,What does Holmes take with him when he leaves Mr. Payton for the night?,The footprint sketch and writing table cover,The carpet samples and sawdust,The exam papers and the answer key,The black clay and pencil cuttings,I have no idea,D,0,328,NA,NA,0,16,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,30,How many high quality school supply stores were there in the town?,1,2,3,4,I have no idea,D,0,358,NA,NA,27,18,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,31,Holmes says he got up at a â€œridiculously early hourâ€ to go find a clue. What time was that?,4am,5am,6am,7am,I have no idea,C,0,377,NA,NA,8,18,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,32,What did Holmes get up in the morning to go find?,The missing writing table cover,More black clay,More carpet samples,The exam papers and answer key,I have no idea,B,0,381,NA,NA,4,18,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,33,"When Holmes sits down with Professor Payton and Watson in order to look official, where does Holmes himself sit?",On the left,On the right,In the middle,He stands,I have no idea,C,0,402,NA,NA,6,19,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,34,"When Holmes sits down with Professor Payton and Watson in order to look official, who is it he first wants to question?",Wilson,Rudra Ras,Miles McLaren,Bannister,I have no idea,D,0,406,NA,NA,2,19,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,35,Which student is it that Holmes wants to question towards the end of the story?,Wilson,Rudra Ras,Miles McLaren,Bannister,I have no idea,A,1,431,NA,NA,3,20,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,36,What does the culprit do when Holmes tells him that they know he is guilty?,Attacks Holmes,Breaks down crying,Runs out the door,Starts throwing things,I have no idea,B,1,447,NA,NA,0,21,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,37,How tall is Sherlock Holmes?,"5 feet, 5 inches",6 feet,"6 feet, 5 inches",The story doesn't say,I have no idea,B,1,468,NA,NA,2,22,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,38,"Sherlock explains how he looked through the window, to see if it would be possible for someone walking by to see that the examination papers were on the desk.  What does he say this told him to look for when solving the case?",A student with a limp,A student that was shorter than he is,A student that was taller than he is,The story doesn't say,I have no idea,C,1,470,467,NA,0,22,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,39,"What did the culprit leave on the chair, that Bannister was trying to cover up?",His bookbag,His hat,His coat,His gloves,I have no idea,D,0,491,486,484,0,23,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,40,Where did the black clay come from?,It was from the dirt where the coins were buried,It was from the dirt where the papers were buried,It fell off of one of the studentsâ€™ sculptures,It fell off of one of the studentsâ€™ track shoes,I have no idea,D,1,495,NA,NA,8,24,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,41,Why doesnâ€™t the culprit take the examination?,He withdrew and will be leaving the country,He withdrew and will be enrolling at a different school,He was expelled immediately,He actually did take the examination in the end,I have no idea,A,0,503,NA,NA,0,24,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,42,Why does Mr. Paytonâ€™s servant cover for the guilty student?,He was his father,He was his twin brother,He has known him since he was a boy,He actually did not cover for the culprit,I have no idea,C,0,521,520,NA,1,25,ENGstoryENGsection,ENGstoryENGinfo,ENGstoryENGinfo
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,43,Who turned out to be guilty of trying to copy the examination papers?,Wilson,Rudra Ras,Miles McLaren,Bannister,I have no idea,A,1,NA,NA,NA,NA,NA,NA,NA,NA
2,TS,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,44,Which student was the athlete?,Wilson,Rudra Ras,Miles McLaren,Bannister,I have no idea,A,1,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSAudSec1.m4a,25,1,19,19,106,CSstoryCSsection,CSverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSAudSec2.m4a,26,2,39,20,105,CSstoryCSsection,CSverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSAudSec4.m4a,27,4,70,21,135,CSstoryCSsection,CSnoun,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSAudSec6.m4a,28,6,100,17,96,CSstoryCSsection,CSnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSAudSec7.m4a,29,7,116,16,79,CSstoryCSsection,CSnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGAudSec8.m4a,30,8,128,12,88,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSAudSec9.m4a,31,9,150,22,98,CSstoryENGsection,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec10.mp4,32,10,173,23,119,CSstoryCSsection,CSnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec11.mp4,33,11,203,30,118,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/(Audio)%20EmCrCSVidSec12.m4a,34,12,220,17,86,CSstoryCSsection,CSnoun,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec13.mp4,35,13,241,21,73,CSstoryCSsection,CSverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec14.mp4,36,14,271,30,155,CSstoryCSsection,CSverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGAudSec15.m4a,37,15,283,12,85,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec17.mp4,38,17,334,30,101,CSstoryCSsection,CSnoun,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGAudSec18.m4a,39,18,372,38,142,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec19.mp4,40,19,395,23,100,CSstoryCSsection,CSnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGAudSec20_1.m4a,41,20,435,23,110,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec22.mp4,42,22,465,30,112,CSstoryCSsection,CSnoun,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGAudSec23.m4a,43,23,496,31,139,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec24.mp4,44,24,509,13,96,CSstoryCSsection,CSnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGAudSec25.m4a,45,25,516,7,55,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec26.mp4,46,26,539,23,180,CSstoryENGsection,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec27.mp4,47,27,564,25,131,CSstoryCSsection,CSnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec28.mp4,48,28,580,16,70,CSstoryCSsection,CSverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGAudSec29.m4a,49,29,588,8,40,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,100,NA,NA,NA,NA,NA,NA,NA,45,"At the very beginning of the story, Watson sees a man outside doing what?",Sleeping on a park bench,Running down the street,Selling newspapers,Being arrested,I have no idea,B,0,10,1,NA,9,1,CSstoryCSsection,CSstoryENGinfo,CSstoryENGinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,46,What is the name of Mr. Holderâ€™s banking firm? ,"Holder & Stevenson, of Threadneedle Street","Holder Bank Company, of Bond Street","London Banking, of High Street","Holder & Sons, of Baker Street",I have no idea,A,0,39,NA,NA,0,2,CSstoryCSsection,CSstoryCSinfo,CSstoryENGinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,47,How many emeralds are in the Emerald Crown?,39,102,15,3,I have no idea,A,0,69,67,NA,1,4,CSstoryCSsection,CSstoryCSinfo,CSstoryENGinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,48,How long had Lucy Parr been employed in the Holder household? ,25 years,10 years,One week,A few months,I have no idea,D,0,97,NA,NA,3,6,CSstoryCSsection,CSstoryENGinfo,CSstoryENGinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,49,Why does Mr. Holder say his son Arthur kept getting drawn back in to gambling? ,Because he didn't try to stop,Because he worked in a casino,Because he was so good at it,Because one of his friends kept drawing him back in,I have no idea,D,1,116,NA,NA,0,7,CSstoryCSsection,CSstoryCSinfo,CSstoryENGinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,50,What is the one matter in which Mr. Holder says Mary has gone against his wishes? ,When she accepted a job at the bank,When she refused to marry his son,When she refused to wash the dishes,When she cut her hair extremely short,I have no idea,B,0,127,126,NA,1,8,CSstoryENGsection,CSstoryENGinfo,CSstoryENGinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,51,What does Mr. Holder do when his son asked him for money?,He gives him half of what he asked for,He gives him all of what he asked for,He gets mad and says no,"He says no at first, but then gives him the money",I have no idea,C,0,150,149,NA,0,9,CSstoryENGsection,CSstoryENGinfo,CSstoryENGinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,100,"For this question, please select the letter A (Mr. Holder) as your answer. This is to check that you are engaged in the study task.",Mr. Holder,Mary,Sir George Burnwell,Lucy Parr,I have no idea,A,0,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,52,"When Mr. Holder woke up in the middle of the night, who did he see in his room? ","His maid, Lucy","His niece, Mary","His butler, Jeeves","His son, Arthur",I have no idea,D,0,173,172,NA,0,10,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,53,What does Arthur ask his father when he is being arrested? ,To call an attorney for him,To leave the house for 5 minutes,To complain to the mayor about his treatment,To take careful notes about everything,I have no idea,B,0,203,NA,NA,0,11,CSstoryENGsection,CSstoryENGinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,54,Where was Arthur while Mr. Holder was telling his story to Holmes and Watson? ,In a jail cell,At home,At his trial,In the same room,I have no idea,A,0,214,NA,NA,6,12,CSstoryCSsection,CSstoryENGinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,55,What is the alternative explanation Holmes gives Mr. Holder for why Arthur might have been twisting the crown? ,Holmes suggests Arthur was adding in a new emerald,Holmes suggests Arthur was trying to straighten it out,Holmes suggests Arthur was taking a photo of it,Holmes suggests Arthur was polishing it up,I have no idea,B,0,241,NA,NA,0,13,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,56,What was the name of the bankerâ€™s house?,Holder's Palace,Fairbank,Brookside,Monticello,I have no idea,B,0,271,NA,NA,0,14,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,57,What did Watson notice about Maryâ€™s appearance when he first saw her?,That she was very short,That she was very fat,That she had a beautiful singing voice,That she was very pale,I have no idea,D,0,280,NA,NA,3,15,CSstoryENGsection,CSstoryENGinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,58,Who did the maid go to see at night?,Francis Proper,Sir George Burnwell,Arthur Holder,Sherlock Holmes,I have no idea,A,0,334,NA,NA,0,17,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,59,What did Holmes do when he first looked at the crown? ,He whistled and complimented it,He tried to break it,He threw it out the window,He put it on,I have no idea,B,0,367,NA,NA,5,18,CSstoryENGsection,CSstoryENGinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,60,How much money does the banker agree to let Holmes spend trying to solve the mystery? ,A half day's salary,Whatever he needs to get back the gems,The price of a cab ride home,Holmes doesn't need any money,I have no idea,B,0,394,NA,NA,1,19,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,61,"When Holmes stops by his apartment to have a cup of tea with Watson and change his disguise, what kind of mood does Watson say he was in?",A very sad mood,A very angry mood,A very good mood,He was asleep,I have no idea,C,0,423,409,NA,7,20,CSstoryENGsection,CSstoryENGinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,62,What did Watson observe about the banker when he came to his apartment the next morning?,He seemed to be tired and sad,He seemed to be drunk,He seemed to be extremely happy,He seemed to be hiding a secret,I have no idea,A,0,435,NA,NA,0,20,CSstoryENGsection,CSstoryENGinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,63,How much does Holmes tell the banker to make out the check? ,50 pounds,299 pounds,"4,000 pounds","20,000 pounds",I have no idea,C,0,465,NA,NA,0,22,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,64,Who does Holmes say was Mary in the habit of seeing nearly every evening? ,Sir George Burnwell,Watson,Francis Prosper,Mr. Holder's banking partner,I have no idea,A,1,496,487,NA,0,23,CSstoryENGsection,CSstoryENGinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,65,Who did Arthur see walking down the hallway when he woke up in the middle of the night?,Mr. Holder,Mary,Sir George Burnwell,Lucy Parr,I have no idea,B,0,505,499,NA,4,24,CSstoryCSsection,CSstoryENGinfo,CSstoryCSinfo
